Tweet,KS,KH,DH,TDH,SWA,LO,AK
itu kan kata ahok kafir..umat islam anti ahok karena ahok itu kafr ditambah ahok itu cina yg suka makan babi & bir,1,1,0,1,0,0,0
"gw harus bilang Babi Ahok apa dong selain kafir gw hanya pengen gerombolannyA Babi Ahok merasakan bagaiamana klo di anjing2in	 Bangsat2in,0,0,1,1,0,0,0"
sibabi china sangat biadab memperlakukan kaum PRIBUMI dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini biadabnya mrk!  dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini  biadabnya mrk!,1,1,0,1,0,0,0
ahok kafir takut debat dengan rakyat asli pribumi nelayan dan para pakar reklamasi dari rakyat.. ahok kafir bencong,1,0,0,1,0,0,0
nampaknya sudah satu paket penyokong cina babi pasti juga sokong LGBT,1,0,1,0,0,0,0
kebiadaban ahok cina kafir anak2 rakyat kecil pribumi dan ibu2 islam semua digusur dari rumahnya serta kehidupannya,1,1,0,1,1,0,0
tim ahok yg otak wc otak tumpul justru anies itu sdh komit sekali dgn pancasila  ahok kafir sgt tdk bs berpancasila,0,1,0,1,0,0,0
#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini  mjd agitatif dan licik. semoga kalah kau anjing,0,0,1,1,0,0,0
"SELAMA PROSES #SidangAhok WASPADAI ULAMA2 KUBU AHOK..YAKNI ULAMA2 ""MUNAFIK"" YANG SESAT DAN MENYESATKAN..!!,1,1,0,1,0,0,0"
anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.,0,0,0,1,0,0,0
kebiadaban ahok cina kafir rakyat kecil yg jadi PKL & asongan2 digusur2 dan dianiaya spt teroris  ahok kafir biadab,1,1,0,1,0,0,0
RT @LeonartoRabono: tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....,1,1,0,1,0,0,0
Itulah Indonesia. Yg dibully org yg bener.Yg salah dan binatang2 seperti nomor tiga dibiarin berkeliaran #matanajwadebatjakarta pak an ,0,0,1,0,0,0,0
#SidangAhok smg sipenista agama n ateknya matinya tdk wjar n jasadnya tdk dtrma tnh n dia tdk prnh mrs kn sorga aamiin semoga tuhan setuju,1,1,0,1,0,0,1
"iya kelasnya penista agama bs nya cm ngebacot doang yg arogan sk blg taik"" nenek lu oh ya sumber waras n nama d kasus E ktp apkabar?skakmat,1,1,0,1,0,0,0"
Penjarakan semua cina kafir dan ateis! Termasuk Ahok pemimpin babi tukang korupsi!,1,1,1,1,0,0,1
Kampanye rasis ngmg nya pihak ahok yg di untungkan.. Goblok kafir mana ada di untungkan.. Kalau pada di perkosa bunuh lu enak berduit,1,1,0,1,0,0,1
hahaha idiot bilang kpd orang2 kafir terurama para nasrani pendukung2 ahok kafir jangan memasuki wilayah2 syariat islam,1,1,0,0,0,0,0
I HASIL MAKMAK KALIAN JUAL PUKINYA. BAGI KSLIAN YG BERPIHAK KEPADA PKI DAN SI AHOK ANAK CHINA ANJING KAFIR INI. SERTA NKRI BUKAN DIDAPAT,1,1,1,1,1,0,0
Tim pendukung sakit jiwa  kehilangan akal sehat & ide #IklanAhokJahat,0,1,0,1,0,0,0
#IklanAhokJahat Hati hati Mereka Mulai Prustasi dan Memainkan Cara cara Kasar !! Karena hasil dari berbagai survei si penista agama kalah!!,1,1,0,1,0,0,0
"HOOKK  masuk gorong"" aja loe #IklanAhokJahat,0,1,0,0,0,0,0"
Kayak gini nih kampanye Tim AniesSandiUno ke kampung2 mengintimidasi masyarakat. Kampungan ye? #ASUtenan,0,0,1,1,0,0,0
SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM #IklanAhokJahat,1,1,1,1,0,0,0
NGOMONG AJA ENTE SAMA KACA! MEMECAH BELAH KERUKUNAN LAGI HOK ENTE BISANYA. NGACO! #IklanAhokJahat,1,1,0,1,0,0,0
#iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi  bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....,1,1,1,1,0,0,0
RT @TerorisSocmed: Sadarlah wahai anak Bangsa  Ibu Pertiwi Sedang Diporakporandakan Oleh Manusia BIADAB @basuki_btp Sebagai Aktor Utama,1,0,0,1,0,0,0
Sepertinya gerombolan @basuki_btp rindu kerusuhan  hati2 dikabul Tuhan #IklanAhokJahat,1,1,0,0,0,0,0
Ahok and Bani serbet and wereng Coklat MEMANCING UMAT MUSLIM supaya marah? dengan #IklanAhokJahat. KALIAN ITU KUMPULAN ORANG SINTING,1,1,1,1,0,0,0
#IklanAhokJahat baru ada direzim jokopret setan iblis dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu,1,1,1,1,0,0,0
Yang anti cina & mau ganyang cina tuh siapaaaa..??? kami cuma anti AHOK sang Penista Agama! #kampanyeAhokJahat #IklanAhokJahat #kampanyeSARA,1,1,0,1,0,0,0
Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,0,1,0,1,0,0,0
HADUH KELAKUANMU HOK  SOK-SOKAN MENJAGA KEBERAGAMAN PADAHAL PROVOKATOR & RASIS!! #IklanAhokJahat,1,1,0,1,0,0,0
RT @sarwandi_sr: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau,1,1,0,1,0,0,0
Kapolda Babi! Biadap dan Bodoh! Gak punya otak kali.,0,0,1,1,0,0,0
Jangan2 lagi deh @basuki_btp hina islam  anda itu manusia hina dibandingkan agama yang mulia  anda bukan siapa2 & bukan apa2 #IklanAhokJahat,1,1,0,1,0,0,0
AHOK KAFIR DAN BUDAK2NYA ATAU ANJING2 NYA HANYA SEBAGAI SAMPAH AGAMA ISLAM DAN SAMPAH MASYARAKAT,1,0,1,1,0,0,0
umat agama islam dijakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen...,1,0,1,1,0,0,0
19 april CNN kibarkan bendera kuning atas kematian ahok-djarot....,0,0,0,1,0,0,0
itulah akibat ulah orang2 kafir nasrani persis seperti ahok kafir yg melarang jilbab kepada anak2 sekokah di jakarta....,1,0,0,1,0,0,0
baswedan pantas jadi gubernur jakarta dan komisioner KPK..... ahok kafir pantasnya jadi germo di alexis....,1,0,0,1,0,0,0
RT @yudijannis: #IklanAhokJahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok adu domba pribumi dengan tionghoa!!jangan,1,1,0,1,0,0,1
masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kpd cina2 betul2 songong jongkok.,1,1,0,1,0,0,0
otak wc otak babi yg menerima ahok kafir & kamu  ahok kafir bkn sekedar menghina sdh anggap islam itu sampah,1,0,1,1,0,0,0
DALAM PUTARAN DUA NANTI JIKA SAMPAI AHOK KAFIR CURANG UMAT ISLAM SUDAH KOMITMEN JAKARTA AKAN DIJADIKAN LAUTAN API  SUDAH TIDAK MIKIR HUKUM,1,1,0,1,0,0,0
#IKLANAHOKJAHAT AHOK MENCIPTAKAN BARA API ANTARA RAKYAT PRIBUMI DENGAN TIONGHOA YG DIBALUT DENGAN PHOBIA.... AHOK KAFIR RASIS...,1,1,1,1,0,0,0
jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina2 ahok kafir dan 9 naga...,1,1,0,1,0,0,0
Ya itu namanya cawgub goblok gak ngerti peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,0,0,0,1,0,0,0
BODOH jika para pendukung ahok yg Muslim tidak tersinggung sama sekali ! Tapi bisa aja sih Qur'an d hina saja mrka diam #IklanAhokJahat,1,1,0,1,0,1,0
Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...,0,0,1,0,0,0,0
YG JELAS OTAK AHOK-DJAROT SUDAH SANGAT TUMPUL SANGAT LOYO DAN STRESS..... SUDAH JEBOL HARUS DICOPOT DAN DIGANTI.....,0,0,0,1,0,0,0
AHOK KAFIR BUKAN HANYA MALING TAPI JUGA GARONG LAHAN LAUT MILIK NELAYAN DIRAMPOK & DIRAMPAS UNTUK REKLAMASI YG MENGUNTUNGKAN CINA2 KAFIR..,1,1,0,1,0,0,0
Sumpah bego bgt sih kesel gue. Kenapa ada org yg vote makhluk kayak Sandiaga Uno coba. Oh agama,0,0,0,1,0,0,0
responden2 yangg goblok2 belum faham & juga wartawan beritasatu juga goblok  nanti klo anies-sandy sudah memimpin sangat mudah,0,0,0,1,0,0,0
FPI RENOVASI MASJID ITU SANGAT TEPAT  AHOK KAFIR KRISTEN NGAPAIN NGURUSI MASJID2 APA HUBUNGANNYA.....,1,0,0,1,0,0,0
MENGAPA ahoker KRISTEN & MUNAFIK tidak berhenti mengolok2 GEREJA stiap hari? Apakah mereka memang dibriefing ahok untuk menghina si BUMI DATAR?,1,0,0,1,0,0,0
uma surveynya si Botak yg menangkan Ahok. Karena apa? Karena dia Cina Kristen. Bukti kalo si Botak dukung sesama Cina Kristen,1,1,0,1,0,0,0
AHOK PEMECAH BELAH UMMAT  AJARAN KRISTEN KONYOL  demi meraup suara muslim  JELAS AHOK INI RASIS  PKI TULEN,1,1,0,1,0,0,0
Woy @aagym lu udah nonton yang ini? Fitnah? Pale lu peyang gym. ,0,0,0,0,0,0,0
Ahok :memilih pemimpin Berdasarkan agama melanggar konstitusi. Sebaiknya BABI INI DI BUNGKUS aja  CONGORNYAPECAH BELAH UMAT BERAGAMA.,1,1,1,1,0,0,0
Saya pribumi  Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia2 bodoh dan goblok seperti Steven Hadisurya Sulistyo.,0,0,0,1,0,0,0
Maksudnya terbukti KORUPSI dan PENISTAAN agama nya ya om  Bangsat lo  TAIK LO  maaf gw pake Bahasa Babi Ahok.,1,0,1,1,0,0,0
Ehh TAIK  Bangsat lo  Omongan elo kayak IwAn bopeng  yg MO potong leher TNI  Bangsat lo IwAn bopeng  baek2in TNI. TAIK LO,0,0,1,1,0,0,1
Ehh anak anjing Ahok  Kelan itu blon siuman  mending emut2 bool basuki lagi aja sana  kasih tau sama Babi yg lain  bool basuki wangi gitu,0,0,1,0,0,0,0
CWE CAKEP TP BEGO.PANTES GK LAKU.SI AHOK CINA BAU TAI.MAKAN BUBUR ENCER.AHOK FAHAM KOMUNIS.MENISTA ISLAM & KRISTEN,1,1,1,1,0,0,0
Dan ajeng pasti paham si Babi Ahok klo bicara santun  BANGSAT TAIK ANJING  SETAN LO  dngn intonasi yg familiar tuntuna,0,0,1,1,0,0,0
Itu dia  BUNUH AJA YG DIDEPAN MATA  DIA MAFIA KORUPTOR NYA  PENISTA AGAMA PULA  PANGGILAN POPULAR NYA BABI AHOK,1,0,1,1,0,0,1
Gimana dgn Sumber waras.. Trans Jakarta ko jokowi diem ajah.... Harusnya si kutil babi ahok di ganyang,1,1,1,0,0,0,0
Muka Si BABi Ahok Tuh Yg Mirip SERBET Lantai....@basuki_btp...,0,0,1,0,0,0,0
Betul bang hancurkan merka bang  musnahkan china babi dibumi pertiwi indonesia  berkedok reklamasi itu ahok,1,1,1,0,0,0,0
Sapa Yg bilang Ahok anti korupsi!?  klo grombolannyA NGOMONG gtu wajar  AHOK ITU MAFIA KORUPTOR SANG PENISTA AGAMA YG DILINDUNGI ISTANA PKI,1,1,0,1,0,0,0
Gw juga ngimpi SENTILIN BIJI BABI AHOK  pcetar Pcetar  langsung kejang2 die  ngadu ke Jkw  Jkw: makanye sunat dulu  bru NGOMONG Almaidah.,1,1,1,1,0,0,0
Mudah2an gw ketemu sama SI BABI IWAN BOPENG DI TPS nya anjing Ahok,0,0,0,1,0,0,0
disaat semua cowok berusaha melacak perhatian gue. loe lantas remehkan perhatian yg gue kasih khusus ke elo. basic elo cowok bego ! ! !',0,0,0,1,0,0,0
Kaum cebong kapir udah keliatan dongoknya dari awal tambah dongok lagi hahahah',0,0,1,1,0,0,0
Ya bani taplak dkk,0,0,0,1,0,0,0
Setidaknya gw punya jari tengah buat lu  sebelom gw ukur nyali sama bacot lu ,0,0,0,1,0,0,0
BANCI KALENG MALU GA BISA JAWAB PERTANYAAN KAMI DARI 2 HARI LALU.... NYUNGSEP KOE  ,0,0,0,1,0,0,0
Aktor huruhara 98 Prabowo S ingin lengserkan pemerintahan Jokowi.... Nyata,1,1,0,1,0,0,0
Bu guru enakan jadi jablay atau guru esde sih.Kayaknya menikmati jadi pecun ini guru.',0,0,0,1,0,0,0
Lawan bicara gw gak intelek kyk loe  yg otak gak punya. Ttg kencing onta  gw mengakui hadis nabi dan itu sahih. Kafir kyk loe pasti menolak  makanya loe ahlunnar.,1,0,0,1,0,0,0
Jadi cowo itu harus Gantle kalo ga Gantle itu namanya BANCI !',0,0,0,1,0,0,0
Ini si  kerjaannya delay mulu! Setan!',0,0,0,1,0,0,0
PKI hanya muncul jika jelang pemilihan kepala daerah dan pemilihan presiden krn digoreng sampai gosong.,0,1,0,0,0,0,0
Itu mah sdh nenek-nenek sy heran sama cebong biasay bohong terus',0,0,0,1,1,0,0
Islam Nusantara produk JIL  dipasarkan dg gencar oleh antek  JIL.Sementara JIL anti Arab  tapi pro Aseng!Kata (alm) KH. Hasyim Muzadi,1,1,0,1,0,0,0
Pegawai Guardian training lagi kek Mentang2 gue kek gembel cuman kaos sama Flat shoes nanya dijutekin bangsad emang males belinya juga kabur gua ke matahari',0,0,0,1,0,0,0
GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA farhatabbaslaw',0,0,0,1,0,0,0
Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus. #DebatFinalPilkadaJKT,0,1,0,1,0,0,0
KAU PENDIKAN TINGGI TAPI BODOH....GK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM YG DI BAYAR AHOK SADAR GK JADI MILIH AHOK GLA,1,0,0,1,0,0,0
BTP the best  abaikan kaum kampret otak micin ,0,0,1,1,0,0,0
si otak tempurung mah ga usah d ladenin. Smkn d lawan semakin Bloon dan Dungu. Dan kalo ga gitu dia ga makan. Hehe',0,0,0,1,0,0,0
"Awaasss... Jgn sampe beritanya sampe ke akhi gerung! Ntar susah nyari kosakatany. klu bcr aja micingin mata  bibir monyong kesamping  suara keluar ky lg nhn kentut.. ""politik kotor skl jmn ini!"". Klu tahu brt ini.. Plng Sambil ky nhn ngeden..""dungu!"".,0,0,0,1,0,0,0"
pinokio umur 3 taonan tuh. #2019GantiPresiden,0,0,1,0,0,0,1
benci sekali dgn Umat Islam,1,0,0,0,0,0,0
Provokasi mayat politisasi agama penyebab kekalahan pilkada DKI  beginilah cara cebong mendeskripsikan kekalahan junjungannya. FYI ahog blm pernah ikut pemilihan apapun (kec jd wakil) dan dia bukanlah etnis mayorita,1,1,1,1,0,0,0
Lol bani lowo',0,0,1,0,0,0,0
udah biasa kali. Gue kpoper tapi kalo ngomonv sama temen2 gue  idol gua banci homo',0,0,0,1,0,0,0
Lengserkan Jokowi Bangsat!!,0,0,0,1,0,0,1
Bajingan Homo!!!Hati2 terhadap anak2 kita terutama di kamar mandi laki2  jgn biarkan sendiri! ,1,0,0,1,0,0,0
Iya cocot',0,0,0,1,0,0,0
Lo ngomong aja kaga bener bangke',0,0,0,1,0,0,0
tapi masih menikmati kebijakan yang dulu diusulkan PKI.. lha yo opoÙ?’,0,1,0,0,0,0,0
Kalo seumpama orang cina di usir paksa dari indonesia gimana,1,1,0,0,0,0,1
china babi... china maling...#UsirChina ,0,1,1,1,0,0,1
PROYEK KORUPSI REZIM SBY ,1,0,0,1,0,0,0
Terus menurut lo kitab suci agAma apa yg di bilang om  #Mendadakkalap,1,0,0,0,0,0,0
Ada cebong bang dia merasa paling benar',0,0,1,0,0,0,0
Kamu transgender atau gmn anjing :( ,0,0,1,0,0,0,0
Gue saranin gk perlu bnyk bacot maling ayat  langsung to the point aja lu jadi orang... Yg tdk sepaham lu teriakin aja kafir sesat liberal  pemuja dukun  bla blaaa.. pasti hatimu puas dehh ..',1,0,1,1,0,0,0
Jgn salah target bkn ahok... agenda utama lengserkan Jokowi ..,1,0,0,1,0,0,0
masa baru kena hestek aja udah kepanasan ??? Kepo banget #2019GantiPresiden,1,0,0,1,0,0,0
Prabowo Sudah Kalah Menyebut Bantuan Jokowi Hanya Pencitraan Adalah Ratapan Pilu,1,0,0,1,0,0,0
Yg goblog itu adalah bani cebong tukang tipu penjilat penguasa yg ketahuan gerakin masa yg dibayar pakai nasi bungkus. Propaganda nasi bungkus memang selalu gagal.',1,0,1,1,0,0,0
Wuih... cebong sewot...,0,0,1,1,0,0,0
Padahal gubernur saat ini Djarot. Mayoritas partai politik di DPRD juga pendukung Ahok Djarot. Payah ya mereka,0,0,1,0,0,0,0
Anak pecun... ga jauh2 dr hobi zina.. haha',0,0,1,1,0,0,0
Pendaftaran Capres untuk #Pilpres2019 saja belum dibuka sampai Agustus 2018...yang normatif begini politikus PDIP masih belum paham? #2019GantiPresiden !!,0,0,0,1,0,0,1
Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong ,1,1,1,1,0,0,0
Cina perusak bangsa!! Usir !! Stuju??,1,0,0,1,0,0,1
#2019GantiPresiden scra konstitusional hak setiap rakyat woiii!! . Gini nih kalo planga plongo tapi kelakuan otoriter.,1,0,1,1,0,0,0
Itu baru di Sul Teng.. !!! Ini ekses akibat tersandera hutang china !!! #2019GantiPresiden #2019PresidenBaru #2019TetapJokowiGanti,1,1,0,1,0,0,0
Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby,1,0,0,1,0,0,0
RT  : Admin tolol di partai tolol Partai Tolol untuk orang Tolol',1,0,0,1,0,0,0
Jokowi aja yg mundur.   tutup. ,1,0,0,0,0,0,0
Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu . Broo',0,0,0,1,0,0,0
Ada amin rasis. Ada amat dani Ada ratna si paiiit.Ada si onta.Ada si lobang anus.Jdi jngan takut wo wo..Kehabisan obat penenang yh.,0,0,1,1,0,0,0
Tunggu komando IMAM BEJAT CABUL . TAIK BEER  Ape2 bawa ULAMA...DASAR Banj SEMPAK',0,0,1,1,0,0,0
Kabinet berantakan Pemecah belah persatuan hanya ad di rezim ini',1,0,0,1,0,0,0
dih! Ngaku lebih pinter dr orang politik  NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!!   ckakakakak',0,0,0,1,0,0,0
#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible  lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan',1,1,0,1,0,0,0
ga caya sama mulut buaya mu bwang',0,0,1,0,0,0,0
RT     Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,1,0,1,0,0,0,0
umuh  persib persib kunyuk!!!!',0,0,1,0,0,0,0
Buat film muslim pilih ahok mati nggak di sholatin...... dijamin laris ......,1,0,0,0,0,1,0
Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,0,0,1,0,0,0,0
Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel Situ maksa ane jadi cebong?',0,0,1,0,0,0,0
Kelemahan gerindra itu ada di orang ini ...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO,1,0,1,1,0,0,0
 mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit  kacaoooooo!!',1,0,0,1,0,0,0
"tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1  TUKANG TIPU !!!; cebong mah gitu  goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #,1,0,1,1,0,0,0"
 Kemarin di hujat sekarang mengharap dasar para bani kamprey',0,0,1,0,0,0,0
Penjelasan sy bukan FITNAH  silahkan DIBANTAH   Apollinaris Darmawan Sebut Al-Quran Kitab Sampah,1,0,0,1,0,0,0
Monyet aja koloe dbilang saudra sma elo pasti ogah  hdupmu kok gini amat ya.. Toe Hati apa comberan?  ',0,0,1,1,0,0,0
"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan #2019GantiPresiden  PKS MERADANG; ; Bukti pemerintah panik dan takut?,0,1,0,1,0,0,0"
lebih baik jokowi mundur..,1,0,0,1,0,0,0
Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam ( Jokowi ),1,1,0,1,0,0,0
Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop  gua ketawa paling keras.',0,0,0,1,0,0,0
MAJU KAMU NGATAIN MAMA AKU BOLOT',0,0,1,0,0,0,0
Grombolan Kadal Jidat gosong mmg bgtu  sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang ,0,0,1,1,0,0,0
RT     betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,0,0,1,1,0,0,0
siapa bego lu bukan tmn gua najis dah kesel sendiri gue',0,0,1,1,0,0,0
Kafir kristen selalu buat ulah,1,0,0,1,0,0,0
Tau dong  bau baunya udh keciri ini sipit buluq',0,0,0,1,0,0,0
Onta yaman ni setahun lagi gua deportasi loe',0,0,0,1,0,0,1
anak cocot ya ini  ',0,0,0,1,0,0,0
udah ketauan HOAX ya Fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di SS taunya berit udah,0,0,0,1,0,0,0
Pantas indonesia mundur dalam segala bentuk,0,0,0,1,0,0,0
Hahahaha blunder lu cebong... Yg gak ngasih tuh pem. pusat dengan Alasan HAM... kalau rakyat aceh ya mau kali pun.. Cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh... Klau DPR a,1,1,1,1,0,0,0
Cebong kacung itu kt temen gw dungunya sampe ke tulang sum2..jd jgn buang2 energi debat sm mereka..',0,0,1,1,0,0,0
PARTAI KORUPSI SAPI......goblog...',1,0,1,1,0,0,0
Signal kntl !! Pemeliharaan apalagi ini ? Niat gak sih ? Login twitter doank susah amat  gmn mau open redtube ? Cetan !!  ',0,0,1,1,0,0,0
Nikita Mirzani udah pake hijab  yg masih ngomong cebang cebong udah pernah fantasiin doi belom? Uh ah!! #cokoRers',0,0,1,1,0,0,0
KELAKUAN bodoh   masuk KATEGORI perbuatan TIDAK MENYENANGKAN Kelakuan sontoloyo   sangat MENGANGGU persatuan BANGSA Kelakuan NAIF   secara TIDAK LANGSUNG sbg bentuk INTIMIDASI thd ULAMA Kelakuan  ,0,0,0,1,0,0,0
Kotor ga masalah yang penting bahagia warganya  cebong mana ngerti',0,0,1,0,0,0,0
RT  : Sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah  dan Prabowo berusaha cuci tangan,1,0,0,1,0,0,0
Bikan Kaya Orang Bego Bro ?Tapi...Memang B..EGO.',0,0,0,1,0,0,0
Pak   Mahfud MD sudah berpaling dari Allah SWT Pemberang  demi bangsa ajak semua Buang Islam,1,0,1,1,0,1,0
 Orang2 bego kebanyakan minum &amp makan kotoran onta ...otak nya somplak',0,0,1,1,0,0,0
Apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi ,1,0,0,0,0,0,0
Lembaga2 anti-korupsi masa lalu bubar krn sentuh kekuasaan. Giliran KPK kenapa PDIP partai politik penguasa yg plg ngotot ingin bubarkan KPK?,1,1,0,0,0,0,0
