,Tweet Text
609,@akunkelima212 https://t.co/0f9BHDhyeO
610,@akunkelima212 Muncul lagi silapet bahğŸ™„ğŸ¤¦â€â™€ï¸
611,Tuhan Jaga Dia Untuk ku ....
612,@HakimPanglima @friscadilla_17 GOBLOK lu njing
613,@RizkiAsihan @Catatan_ali7 Betul
614,Merinding dan Malu liat SEKJEND PKS Hormat Ke Luhut ğŸ˜‚ğŸ¤¦â€â™€ï¸ https://t.co/EoTuZ5bjiN
615,@Mr_cosanostra @ajitrisatmoko @CNNIndonesia Otak dia yang salah
616,@Stevaniehuangg Sabar mas ğŸ™
617,"Hanya manusia yang merasa terhina

#IndiaIslamophobia https://t.co/URknxnRF9u"
618,"@Mr_cosanostra @mohtahid @SatriaMaul2022 @z4r4n @Boruhutapea_18 @Aydrooze1 @akunkelima212 Kencengin lagi yok

#IndiaIslamophobia
#IndiaIslamophobia

@B_n1ng17 @PanciB0zz @Boruhutapea_18 @akunkelima212 @z4r4n @SatriaMaul2022 @DrEvaChaniago"
619,"@Mr_cosanostra Gas

#IndiaIslamophobia"
620,@Mr_cosanostra @mohtahid @SatriaMaul2022 @z4r4n @Boruhutapea_18 @Aydrooze1 @akunkelima212 #IndiaIslamophobia ğŸ¤£ğŸ˜‚
621,@Mr_cosanostra @mohtahid @SatriaMaul2022 @z4r4n @Boruhutapea_18 @Aydrooze1 @akunkelima212 Slaah tulisan nya ğŸ™„
622,@SatriaMaul2022 Salah tulisan nya ğŸ™„ğŸ™„
623,"@akunkelima212 @B_n1ng17 @PanciB0zz @YandraD31 @RamaArsd @emprosay @RezaMrc786 @oom_reborn @Srikandi_sunda @Chaa_Unk_VR1 @DrEvaChaniago @Helmi_Felis @daRa___ra Yuk ah 

#IndiaIslamophobia"
624,"@akunkelima212 Gas lagi

#IndiaIslamophobia 
#IndiaIslamophobia"
625,"@friscadilla_17 INDIA
 ğŸ–•

#IndiaIslamopobhia 
#IndiaIslamopobhia"
626,"@mohtahid Gasss

#IndiaIslamopobhia 
#IndiaIslamopobhia 

@SatriaMaul2022 @z4r4n @Mr_cosanostra @Boruhutapea_18 @Aydrooze1 @akunkelima212"
627,"INDIA ISLAMOPOBHIA ??

SETUJU RT KERAS 

Sambil naikin tagar ğŸ‘‡
#IndiaIslamopobhia  
#IndiaIslamopobhia https://t.co/on37ticNj4"
628,"Ada tagar keren neh gaes naekin yok

#IndiaIslamopobhia 
#IndiaIslamopobhia https://t.co/hZ7aS67pFj"
629,"@IndiWage @kankmazaydrooze @Catatan_ali7 Maksud nya apa ya ? Bisa tolong diperjelas 

Kalimatnya jangan absurd takut nya jadi fitnah

Pacar kakak ngamuk kesaya dan Pasangan saya pasti gak suka dengan kalimat seperti ini"
630,@Boruhutapea_18 @akunkelima212 @IndiWage @kankmazaydrooze @Catatan_ali7 ğŸ˜®ğŸ˜®
631,@Mr_cosanostra @akunkelima212 @z4r4n @DaengMarowa @Catatan_ali7 @Aydrooze1 @bhar13f @mohtahid IkuuuttğŸ™„
632,@Mr_cosanostra @z4r4n @DaengMarowa @Catatan_ali7 https://t.co/CdErlNO3DM
633,@Mr_cosanostra @z4r4n @DaengMarowa @Catatan_ali7 Jangan dipisahin ğŸ™„ğŸ™„
634,@Mr_cosanostra @z4r4n @DaengMarowa @Catatan_ali7 Onest suka sirik omğŸ™„ğŸ™„
635,@Mr_cosanostra @z4r4n @DaengMarowa @Catatan_ali7 Najis ğŸ™„ğŸ¤®
636,"@z4r4n @Mr_cosanostra @DaengMarowa @Catatan_ali7 ğŸ™„ğŸ™„

Suprise"
637,@z4r4n @kankmazaydrooze @Catatan_ali7 @A1ki4_ku5_21 ğŸ¤¦â€â™€ï¸ğŸ˜«
638,@DaengMarowa @Catatan_ali7 Thank youğŸ’ƒğŸ’ƒğŸ’ƒ
639,@z4r4n @kankmazaydrooze @Catatan_ali7 @A1ki4_ku5_21 kak ada yg julid neh ğŸ™„ğŸ™„
640,@z4r4n @kankmazaydrooze @Catatan_ali7 ğŸ™„
641,@kankmazaydrooze @Catatan_ali7 ğŸ™„ doain napah
642,@Gank_Of_Petojo Oh udah yakğŸ˜‚
643,@Gank_Of_Petojo Fb ğŸ™„
644,@PrieLeo_ Eh ketum
645,@PrieLeo_ OnestğŸ™„
646,@HakimPanglima @friscadilla_17 Berisik lu njing
647,@PrieLeo_ Lah pan emang ketumğŸ™„
648,@PrieLeo_ Nah itu ketum tau
649,@PrieLeo_ Kek editan
650,@utdfocusid Timber Fdj Nkuku
651,@xlinee_id Eek
652,@akunkelima212 @ReezMuhammad Antangin
653,@akunkelima212 Amit amit ğŸ˜¡ğŸ”¨
654,@ReezMuhammad ğŸ˜‚
655,Rindu aku Rindu kamu jadi satu ğŸ’œ https://t.co/7q76jsbqRE
656,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n Sedang apa disini
657,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n Menatapku curiga
658,@xlinee_id Mic suaminya justru otomatis matiğŸ˜‚
659,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n Pada semut merah
660,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n Berdusta pada guru
661,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n Ingin jumpa denganku
662,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n Di sudut sekolah
663,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n Dan gelisah
664,@Boruhutapea_18 Apanya yang samar samar ?
665,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n https://t.co/NP3ulRNfMU
666,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n Gua bukan kuncenğŸ™„
667,@akunkelima212 @Boruhutapea_18 @Aydrooze1 @bhar13f @z4r4n Gua kagak bisuğŸ™„
668,@Boruhutapea_18 Lagi buka puasağŸ™„
669,@TheEagle_BEN @Lelaki_5uny1 @ListyoSigitP Itu siapa ben
670,@MAHENDRA_GNW Neon
671,@MAHENDRA_GNW https://t.co/wqJanWBIMZ
672,@JacksQuevara @Catatan_ali7 @YaniSunarno Banget
673,"baru beberapa bulan kemarin di phpin kalau dibilang rugi secara langsung sih enggak Tapi duit tertahan krn banyak barang yg sudah di keep tidak jelas status setiap ditanya kapan dikirim selalu saja ada alasan 

sudah malas tanya dan barang yg dikeep Langsung kujual keyang lain https://t.co/B4O9Z4MJZX"
674,@Catatan_ali7 @MakeItAQuote
675,@Catatan_ali7 @MakeItAQuote
676,@Catatan_ali7 @MakeItAQuote Color
677,Kok nunggu diundang ? Bukan nya itu JOBDESK MENTERI PARIWISATA ? https://t.co/wpnG4emGbd
678,@akunkelima212 @z4r4n @kankmazaydrooze @Aydrooze1 @Boruhutapea_18 @Cute_Tagar https://t.co/BK7BQHHK7z
679,@bhar13f https://t.co/j9ebOafGo3
680,@bhar13f @z4r4n @Aydrooze1 @akunkelima212 @Boruhutapea_18 @Cute_Tagar https://t.co/EgmV7fHfKf
681,@bhar13f @z4r4n @Aydrooze1 @akunkelima212 @Boruhutapea_18 @Cute_Tagar Ternyata cowok bib katanya
682,@Aydrooze1 @z4r4n @akunkelima212 @Boruhutapea_18 @Cute_Tagar Waduh maaf ketiduranğŸ˜«
683,"Jaka sembung bawa Golok
Gak nyambung GOBLOK https://t.co/ZOeq0OO8Oz"
684,@TheEagle_BEN @OposisiCerdas Muka ko kek setan
685,@TheEagle_BEN @OposisiCerdas Taik ko
686,@TheEagle_BEN @OposisiCerdas Kepala ko kupecah pecah nanti
687,@TheEagle_BEN @OposisiCerdas Pala ko
688,@TheEagle_BEN @OposisiCerdas Tidorlah bodoh
689,@ElHiro @Catatan_ali7 ğŸ˜‚
690,@Mr_cosanostra https://t.co/h5tx1o0rEd
691,Formula Esemka https://t.co/Mp5EUOL0cz
692,I think You will more impressed when you see ESEMKA MUSCLE CAR https://t.co/KrAb1Yg2Qh
693,@laode_kowu @Gojekmilitan Mas mau beli pusaka saya gak bisa ngilangin gobloknya ğŸ™„ https://t.co/c34JjqhwBA
694,@dara_darmayu Aamiin
695,@akunkelima212 @Catatan_ali7 @PejuangKeluar15 Betul ya bang
696,"@z4r4n @Catatan_ali7 @Boruhutapea_18 Seru neh 

#GelarSeprai ğŸ˜‚"
697,"@EriekaAmelia Yang menerima donasi itu siapa Harus disertai fhoto dan video kak biar tidak menjadi polemik 

Karna netizen sudah trauma dengan donasi KM 50 yg sampai saat ini tidak jelas transparansimya"
698,@TheEagle_BEN @democrazymedia Kutempeleng ko nanti
699,@TheEagle_BEN @democrazymedia BODOH
700,@TheEagle_BEN @democrazymedia Pacar ko itu ben
701,@TheEagle_BEN @yo2thok Taik ko ben kutempeleng sekalia  ko  nanti
702,@TheEagle_BEN @yo2thok Bodoh ko kutempeleng nanti bapak itu
703,@TheEagle_BEN @yo2thok Pala ko aku tanya serius pun
704,@TheEagle_BEN @yo2thok Itu siapa ben
705,Kanya kalau MAU NIKAH LAGI Izin ama yang TUA ğŸ™„ https://t.co/xoZygF0aGd
706,@Louis_chantika Buat beli bedcoverğŸ˜‚ğŸ¤£
707,"SOMBONG AMAT ğŸ˜‚ğŸ¤¦â€â™€ï¸

Bukan kader Partai tapi mau diusung kalau capres 

Ini ada Wacana lagi dari relawan gak mau pakai partai atau nyapres lewat partai

Yassalam Relawan relawan Anies kok 11 12 kek TEMAN AHOK dan PROJO kualitasnya ğŸ™„ğŸ¤¦â€â™€ï¸ https://t.co/n4sYj2583d"
708,@__KangMasMo3__ Alhamdulillah ğŸ™
709,@z4r4n Gak ada kaos nya ya
710,@__KangMasMo3__ ğŸ™„
711,ğŸ˜ªğŸ˜Œ https://t.co/vMoruXVD9O
712,@PrieLeo_ @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban BerisikğŸ˜¡ğŸ”¨
713,"@PrieLeo_ @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban Eh ketum

#MegaPKeliduanRasis"
714,@PrieLeo_ @Boruhutapea_18 @PanciB0zz @Bu_ErteTL @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban #KamiBersamaPrie
715,"@yudhi_sh thinking at that time was to serve its ownÂ political interestÂ through law enforcement by its own means

it's the current reality"
716,"@EdiMahaMG 12 ribu
8500"
717,@yudhi_sh What I'm worried is that POLITICIAN put hisÂ political interestÂ ahead of our national interest
718,@yudhi_sh Gaslah resiko pikir belakangğŸ¤£ğŸ˜‚
719,@yudhi_sh Tanggung bersama ğŸ¤£ğŸ˜‚
720,@yudhi_sh @rickasun09 Hahahaha
721,@yudhi_sh Penetrasi dulu om ğŸ˜‚ğŸ¤£
722,@yudhi_sh Kalau capres sudah turun berarti negara sedang tidak baik
723,@Boruhutapea_18 @geloraco https://t.co/mlJZX67nOL
724,"@Boruhutapea_18 @z4r4n @MegaPKeliduan Dah tidur silapetğŸ˜‚

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
725,"@Boruhutapea_18 @__KangMasMo3__ @z4r4n @MegaPKeliduan @ruhutsitompul #MegaPKeliduanRasis
#MegaPKeliduanRasis https://t.co/cOx0Lbumqm"
726,"Yang belum tidur gaskeun lagi Tagar dibawah ini JANGAN KASIH KENDOR!!!

ğŸ‘‡ğŸ‘‡

#MegaPKeliduanRasis
#MegaPKeliduanRasis 

RT KERAS!!! https://t.co/kEfXOcSjhX"
727,"@BuronanMabes @ruhutsitompul Dah mulai rasis lapet satu itu

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
728,"@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul Jan pula aku ko sama kan kek kenlap  ğŸ™„

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
729,"@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul Aku tenggelam bersamamuğŸ™„ğŸ‘

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
730,"@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul Tagar apa pula yang coco buat aku ?

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
731,"@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul Siapa ?

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
732,"@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul Tuhan capek liat kelakuan dia ğŸ˜‚

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
733,"@__KangMasMo3__ @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @WongAlasRoban @PrieLeo_ Yukkk lanjut

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
734,"@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul BahğŸ˜‚

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
735,@Boruhutapea_18 Dih ğŸ™„ Sorry la yau
736,@Me_her11 @jvdas_iskariot Betul ğŸ‘
737,ğŸ˜‚ğŸ¤¦â€â™€ï¸ https://t.co/GRZMqDAmpI
738,"@Boruhutapea_18 @PanciB0zz @Bu_ErteTL @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban @PrieLeo_ Eeenggg gasss lagi

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
739,"@Me_her11 @jvdas_iskariot harusnya pemberi tidak pesan apapun cukup pesan gunakan sebaik baiknya

Klo pesan untuk korban itu bisa diartikan yg berkorban yg memberi uang tp kalau dibebaskan

Terus dipakai beli hewan qurban uang nya itu tidak masalah dan pahala tetap buat Dia

Seperti itu sepengetahuan saya"
740,"@Boruhutapea_18 @PanciB0zz @Bu_ErteTL @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban @PrieLeo_ Apa ajalah ğŸ™„

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
741,"@Boruhutapea_18 @PanciB0zz @Bu_ErteTL @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban @PrieLeo_ Gosongkan

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
742,@Me_her11 @jvdas_iskariot Bukan yg saya maksud jika dapat uang berarti itu udah jadi hak nya bebas untuk apa saja bayar hutang atau beli hewan qurban ketimbang langsung ga wujud hewan qurban
743,"@friscadilla_17 @Yudi_Rossih @Humaira922 @Boruhutapea_18 @z4r4n @MegaPKeliduan Mie

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
744,"@friscadilla_17 @z4r4n @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban @PrieLeo_ ğŸ˜‚ nambah

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
745,"@Me_her11 @jvdas_iskariot Boleh kalau berupa uang 
Kan kalau uang sudah jadi hak milik bebas mau dibelikan apapun termasuk hewan qurban"
746,"@putri_wiki90 @Catatan_ali7 @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban @PrieLeo_ Sikat

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
747,"@WongAlasRoban @friscadilla_17 @z4r4n @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @PrieLeo_ Yok ah

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
748,"@Cute_Tagar2 @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban @PrieLeo_ Yuhuu

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
749,"Siapanya MEGAWATI Ko pace ??

#MegaPKeliduanRasis
#MegaPKeliduanRasis https://t.co/Y2JJsFz7aU"
750,"@bangZhack86 Lenyapkan

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
751,"@friscadilla_17 @z4r4n @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban @PrieLeo_ Habiskan

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
752,"@Cute_Tagar2 @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @z4r4n @4addibA @Mr_cosanostra @__Sridiana_3va @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban @PrieLeo_ Ah lanjut

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
753,"@nyonyahsyuper @__Sridiana_3va @PanciB0zz @Bu_ErteTL @Boruhutapea_18 @z4r4n @4addibA @Mr_cosanostra @DaengMarowa @bangZhack86 @__KangMasMo3__ @WongAlasRoban @PrieLeo_ Gasss

#MegaPKeliduanRasis
#MegaPKeliduanRasis"
754,@mohtahid ğŸ¤£ğŸ˜‚ğŸ¤¦â€â™€ï¸
755,"@Yudi_Rossih @Catatan_ali7 @MegaPKeliduan Lanjut

#MegaPKeliduanRasis 
#MegaPKeliduanRasis"
756,"@Boruhutapea_18 @Catatan_ali7 @MegaPKeliduan Enggg gaaass

Up

#MegaPKeliduanRasis 
#MegaPKeliduanRasis"
757,@friscadilla_17 @ruhutsitompul @MegaPKeliduan Loak kali si @ruhutsitompul  ini lah kutengokğŸ˜‚ğŸ¤£
758,@friscadilla_17 @ruhutsitompul @MegaPKeliduan @ruhutsitompul paok ko hutğŸ˜‚
759,"@ruhutsitompul @friscadilla_17 @MegaPKeliduan Ko berak lah dulu hut yang banyak 
Dipenjara mau berak antri nanti ğŸ˜‚ğŸ¤£ğŸ˜‚"
760,@ruhutsitompul @friscadilla_17 @MegaPKeliduan Mega ketum pdip hut ? ğŸ¤£ğŸ˜‚
761,"Bah ini BAKSO BERANAK masih aja ngoceh dari tadi sudahlah fokus saja ke masalah ko sama RUHUT

Jangan ko bawa bawa yang tidak ada RELEVANSI nya dengan masalah ko sama ruhut 

Kalau perlu ko BETUMBUK sama Ruhut kami dukung https://t.co/1WV6vzLa2n"
762,"Dah gini aja TOREN AER mending lu fokus Tujuan awal lo menjarain RUHUT jangan melebar kemana mana apalagi bawa bawa Khilafah Pks Dll

Kalau perlu Lo sama Ruhut BAKU HANTAM ğŸ˜‚ https://t.co/UUhhcr2tgL"
763,https://t.co/pvzO24NStA https://t.co/oS8QkjhQRa
764,@restyca_yah @YandraD31 @MegaPKeliduan Mbak ğŸ˜‚
765,@Boruhutapea_18 @MegaPKeliduan @ruhutsitompul Ko baca ini paok @MegaPKeliduan lagi pula apa hubungan nya ko vs ruhut sampai bawa bawa pks dll gak nyambung
766,"Habis Pigai terbitlah Mega masuk angin semua ternyata dan ujung ujung nya hanya PANSOS dan selain PANSOS terselip juga CAMPAIGN LGBT

Jangan pakai lama ABAIKAN ( RAS BLOKIR UNFOL ) Orang macam ini 

Sudah tidak ada manfaat nya juga kita ikutin !! https://t.co/URTTEzxcXK"
767,"Ketum ko bahas BHINEKA TUNGGA IKA tapi dia dukung LGBT

Berarti dia tidak tau arti BHINEKA TUNGGA IKA itu apa ? 

BHINEKA TUNGGA IKA itu intinya membahas soal PERBEDAAN

LGBT itu bukan perbedaan Tp Persamaan yg coba dijadikan 1

Jadi LGBT itu bukan bagian dari BHINEKA TUNGGA IKA https://t.co/kcWf2UrnK8"
768,"Ko fokus saja sama RUHUT jangan melebar kemana mana kek badan ko ....

Dan coba ko jelaskan juga maksud ko RT soal LGBT maksudnya apa ? 

Ko sudah setua ini masak FUNGSI SILIT Gak paham!! https://t.co/T3TcEeG6hi"
769,@Boruhutapea_18 @MegaPKeliduan @ruhutsitompul Sibodat udah mulai masuk angin sudah gak jelas muncungnya arahnya kemana
770,@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul Manyalak tapi masuk angin
771,@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul Gak beda jauh sama natalius pigai masuk anjing eh angin ditengah jalan
772,@WongAlasRoban @Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul Badan gede usia dah tua fungsi burit aja gak tau parah kali ko @MegaPKeliduan
773,@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul ğŸ¤¦â€â™€ï¸ Ada maksud terselubung
774,"Bawa bawa PKS lagi ko Paok ğŸ¤¦â€â™€ï¸ 
Ko sebenernya mau PENJARAIN RUHUT atau mau KAMPANYE LGBT ??? https://t.co/amk6gbbNzn"
775,@Mr_cosanostra @MegaPKeliduan PayahğŸ¤¦â€â™€ï¸
